timestamp,machine_erp_ref,cycle_time_s,dosing_time_s,injection_time_s,cooling_time_s,cushion_mm,switchover_position_mm,switchover_pressure_bar,peak_pressure_bar,clamp_force_kn,mold_temperature_c,barrel_temp_zone1_c,barrel_temp_zone2_c,barrel_temp_zone3_c,oil_temperature_c,energy_kwh,scrap_flag
2026-07-27 12:06:21.999703,606,42.012,7.292,4.301,21.068,5.815,21.562,226.944,989.248,2963.891,58.171,228.049,243.701,235.168,55.908,1.972,0
2026-07-27 12:07:29.636757,606,41.81,7.618,5.612,22.389,6.264,20.606,235.095,897.132,2772.016,62.769,229.636,242.439,229.192,56.433,1.676,0
2026-07-27 12:08:37.269605,606,40.758,7.434,4.986,17.882,5.99,20.684,223.119,971.615,2821.962,59.969,228.168,249.173,231.692,55.326,1.716,0
2026-07-27 12:09:36.427553,606,42.67,7.501,4.746,23.978,6.184,20.94,212.678,948.089,3813.507,70.877,224.356,237.824,231.976,54.635,2.225,0
2026-07-27 12:10:44.622152,606,41.985,8.0,3.638,19.831,5.717,20.86,214.653,1001.546,3032.062,69.517,231.251,239.627,231.733,55.214,1.816,0
2026-07-27 12:11:51.984798,606,41.571,7.565,4.861,20.59,5.951,21.886,222.132,1006.741,2274.742,69.226,227.242,249.554,231.5,54.115,1.859,0
2026-07-27 12:13:00.651758,606,41.951,7.325,2.365,20.869,5.991,21.362,201.748,1035.311,2836.142,69.198,225.847,242.073,233.169,55.613,1.924,0
2026-07-27 12:14:01.686218,606,41.544,7.268,3.892,24.013,5.757,21.84,222.892,979.163,2875.832,70.065,229.413,244.694,234.571,54.497,2.266,0
2026-07-27 12:15:07.418298,606,42.246,7.816,3.433,26.095,5.851,21.255,223.936,990.181,3453.76,78.014,229.124,242.967,232.524,54.645,2.014,0
2026-07-27 12:16:14.957430,606,42.375,7.612,4.165,20.155,6.12,20.811,230.37,939.69,3407.974,63.603,227.578,254.282,235.089,55.747,1.845,0
2026-07-27 12:17:21.644126,606,42.484,7.373,4.237,26.371,5.491,20.822,207.283,949.95,3027.034,65.096,226.419,240.315,235.418,55.715,2.015,0
2026-07-27 12:18:30.546147,606,41.943,7.775,4.112,19.852,5.866,19.786,212.229,953.535,2677.55,65.082,228.341,246.608,234.073,54.327,2.262,0
2026-07-27 12:19:36.305223,606,41.756,7.294,4.465,20.961,5.962,22.234,220.813,970.467,3060.567,66.58,227.483,235.093,232.457,55.212,1.841,0
2026-07-27 12:20:36.583967,606,42.217,7.28,4.608,25.511,5.611,20.812,219.697,1063.355,2749.711,66.858,228.06,243.699,231.23,55.086,1.736,0
2026-07-27 12:21:32.022515,606,42.55,7.463,5.619,18.347,5.38,19.658,220.142,981.877,3082.261,73.711,228.092,247.394,233.255,54.514,1.752,0
2026-07-27 12:22:34.020069,606,41.57,7.424,3.792,21.455,5.976,20.183,226.826,1034.214,3273.885,73.625,225.515,246.27,233.895,55.195,2.562,0
2026-07-27 12:23:36.370534,606,42.429,7.06,3.772,20.401,5.7,19.802,222.426,1001.705,2831.979,66.402,227.264,244.761,233.595,55.005,1.8,0
2026-07-27 12:24:46.619745,606,41.426,7.371,4.388,21.717,5.485,20.396,230.749,1010.922,3052.068,70.02,227.402,245.893,235.121,54.815,2.015,0
2026-07-27 12:25:57.154275,606,41.308,7.64,4.738,21.078,5.748,21.29,228.426,984.2,3209.772,56.707,227.887,239.768,236.027,55.741,1.481,0
2026-07-27 12:27:06.891231,606,41.886,7.404,4.512,18.125,6.075,19.456,215.287,971.103,3139.628,68.437,228.032,245.95,234.418,53.97,2.658,0
2026-07-27 12:28:12.647931,606,41.332,7.49,6.033,24.701,6.118,21.824,222.111,983.416,2534.773,75.773,225.866,250.875,233.078,54.691,1.845,0
2026-07-27 12:29:12.287827,606,40.752,7.244,5.2,23.97,5.927,20.46,223.989,942.264,2981.395,47.686,227.194,239.849,232.192,54.533,2.146,0
2026-07-27 12:30:16.331323,606,41.605,7.57,5.648,25.506,6.339,20.749,233.326,950.801,2171.47,69.765,227.652,249.497,231.899,53.965,1.984,0
2026-07-27 12:31:29.129091,606,42.91,7.622,4.865,21.856,6.201,20.848,221.634,975.729,3085.057,70.557,227.682,243.083,234.44,55.149,1.804,0
2026-07-27 12:32:31.198616,606,40.772,7.851,4.551,22.737,5.634,20.131,224.128,980.639,3235.534,64.538,229.357,244.303,232.335,54.311,2.202,0
2026-07-27 12:33:39.406784,606,42.135,7.419,2.328,25.499,5.82,21.401,216.766,889.458,3121.448,69.387,228.92,232.19,232.394,54.53,1.843,0
2026-07-27 12:34:45.350500,606,41.575,7.435,4.519,23.628,5.36,19.914,223.861,932.292,3089.985,63.067,231.609,237.444,232.359,55.537,2.28,0
2026-07-27 12:35:49.983002,606,41.35,7.658,4.199,25.536,6.404,21.978,212.543,1002.042,3082.263,75.27,226.608,242.346,233.431,53.745,2.742,0
2026-07-27 12:36:55.161112,606,41.28,7.461,4.221,25.334,5.854,20.157,215.457,1008.055,3161.648,70.938,229.194,247.431,232.125,55.452,2.254,0
2026-07-27 12:38:04.831410,606,41.75,7.657,5.314,23.125,6.652,20.874,228.922,905.908,2747.586,67.399,228.442,240.266,234.907,56.155,1.775,0
2026-07-27 12:39:04.416886,606,41.561,7.683,3.344,23.267,5.863,20.42,226.071,983.625,2818.372,57.903,227.587,239.46,231.295,55.255,1.947,0
2026-07-27 12:40:11.210801,606,42.004,7.232,5.396,22.81,5.938,21.665,229.576,1123.369,3033.688,61.437,228.457,240.477,234.846,55.641,1.54,0
2026-07-27 12:41:08.915941,606,42.807,7.221,5.006,23.27,6.17,20.104,235.888,1025.049,3349.137,52.935,229.535,251.222,231.867,57.11,1.369,0
2026-07-27 12:42:13.773122,606,41.817,7.355,4.657,21.469,6.532,21.883,226.658,925.683,3146.775,65.151,227.625,246.839,231.307,55.204,1.642,0
2026-07-27 12:43:22.213225,606,41.396,7.069,5.157,23.954,6.579,22.404,221.792,983.108,3199.333,67.147,229.339,241.537,233.483,55.334,2.026,0
2026-07-27 12:44:31.140978,606,41.896,7.964,2.938,23.515,6.0,19.928,216.159,984.891,2915.054,63.778,228.391,242.569,233.813,55.852,2.104,0
2026-07-27 12:45:38.755249,606,41.38,7.181,4.785,21.311,5.973,19.577,216.292,967.395,3027.436,63.63,228.103,233.358,233.302,54.614,2.099,0
2026-07-27 12:46:44.014311,606,41.471,7.788,3.196,24.083,5.82,20.71,220.185,1018.997,2978.079,63.083,231.077,238.301,233.298,54.428,2.146,0
2026-07-27 12:47:52.218110,606,41.36,7.242,4.758,26.452,6.558,21.004,219.658,1025.314,2647.922,60.484,226.833,238.343,233.566,54.99,2.054,0
2026-07-27 12:49:05.292304,606,42.177,7.769,3.433,23.023,6.2,20.745,226.138,952.886,3084.357,63.764,228.912,241.485,232.931,54.774,2.235,0
2026-07-27 12:50:13.378944,606,42.138,7.796,3.774,23.194,5.813,20.707,213.892,1003.361,2950.644,66.781,229.448,247.79,231.944,54.034,2.061,0
2026-07-27 12:51:10.263268,606,41.614,7.066,4.065,23.516,6.282,21.386,216.118,945.338,3245.38,55.753,228.598,241.191,231.608,53.976,1.798,0
2026-07-27 12:52:17.646865,606,40.971,7.472,4.208,17.664,6.2,21.154,222.567,971.031,2576.948,73.796,227.643,237.674,233.499,53.906,2.249,0
2026-07-27 12:53:28.000657,606,41.256,7.927,4.61,21.981,5.792,19.787,209.71,1045.075,2865.033,63.088,228.324,240.845,233.668,54.596,1.697,0
2026-07-27 12:54:34.700767,606,41.679,7.526,5.049,29.483,5.842,20.397,230.301,936.253,2481.43,61.506,226.232,241.205,234.12,54.142,1.749,0
2026-07-27 12:55:37.886669,606,42.287,7.726,6.487,23.119,5.647,21.838,226.087,1011.703,3109.692,70.231,226.873,241.741,232.134,55.456,2.586,0
2026-07-27 12:56:48.830940,606,40.188,7.565,3.869,20.487,6.343,21.022,221.478,920.636,3227.452,71.695,229.118,242.126,234.421,56.15,1.722,0
2026-07-27 12:57:54.383679,606,41.823,7.722,4.551,22.893,5.836,20.883,212.879,950.251,3106.712,75.277,227.275,244.559,235.436,55.398,2.251,0
2026-07-27 12:58:55.425539,606,42.039,7.816,4.365,21.42,5.634,20.025,219.056,947.365,3550.679,73.006,226.591,238.246,232.933,54.43,2.17,0
2026-07-27 13:00:01.411696,606,42.051,7.454,3.534,23.474,6.44,21.437,225.026,938.636,3154.282,57.855,228.498,248.558,231.049,56.719,1.692,0
2026-07-27 13:01:11.012184,606,42.059,7.501,2.767,23.513,6.094,20.912,215.627,915.46,2754.221,67.552,227.371,238.905,231.496,54.532,2.768,0
2026-07-27 13:02:17.110614,606,42.231,7.422,3.627,22.824,5.352,20.912,208.533,920.563,3340.784,70.607,228.655,244.171,232.258,54.665,1.935,0
2026-07-27 13:03:20.633576,606,41.589,7.191,3.96,25.497,6.211,21.609,223.297,897.664,3576.364,69.966,230.456,238.058,230.382,54.787,1.9,0
2026-07-27 13:04:29.036916,606,42.077,7.676,4.11,19.61,5.413,20.188,222.231,940.415,3191.341,56.943,227.852,238.253,233.137,55.769,1.912,0
2026-07-27 13:05:37.655966,606,40.777,7.52,3.219,23.925,5.752,21.747,216.623,936.281,2793.776,61.037,227.446,247.226,233.518,54.352,2.14,0
2026-07-27 13:06:39.929194,606,41.478,7.815,4.176,25.924,6.131,21.137,236.432,973.916,2818.929,61.471,226.652,245.807,233.431,56.364,1.815,0
2026-07-27 13:07:44.524471,606,41.874,7.987,4.283,22.225,6.122,21.736,214.274,1033.529,3099.207,69.691,226.974,247.603,231.148,53.488,1.614,0
2026-07-27 13:08:47.345592,606,41.454,7.366,3.668,25.274,5.766,20.727,229.765,996.93,2887.498,62.604,227.469,246.936,230.447,54.449,2.197,0
2026-07-27 13:09:54.108822,606,41.194,7.397,5.076,22.359,5.597,21.824,224.726,989.553,3304.414,68.519,226.069,234.277,233.893,55.726,1.659,0
2026-07-27 13:11:06.763091,606,41.379,7.345,2.98,19.944,6.536,18.949,222.59,945.451,2935.661,64.313,229.262,244.82,235.828,56.956,1.602,0
2026-07-27 13:12:18.496576,606,42.032,7.863,4.67,17.674,6.444,19.962,236.314,995.64,3238.581,69.767,227.604,243.208,234.845,56.267,1.831,0
2026-07-27 13:13:24.713665,606,41.646,7.157,4.239,21.444,5.909,20.279,228.161,1001.459,3195.302,66.793,228.719,238.07,232.963,55.496,2.671,0
2026-07-27 13:14:24.508735,606,41.681,7.586,4.507,22.116,5.979,20.395,215.395,948.752,2611.869,67.466,228.545,239.431,231.863,54.367,1.895,0
2026-07-27 13:15:30.677454,606,41.894,7.129,4.788,29.14,5.775,21.696,216.078,1021.304,2976.221,55.001,228.638,238.09,232.259,54.515,2.477,0
2026-07-27 13:16:35.773600,606,41.836,7.868,4.684,23.128,5.905,19.564,214.712,960.692,3291.29,60.57,227.702,244.574,233.653,55.639,1.976,0
2026-07-27 13:17:37.841845,606,42.435,7.682,2.771,21.421,5.994,21.551,222.246,961.579,2960.424,69.473,229.139,246.803,232.255,55.65,2.033,0
2026-07-27 13:18:47.743433,606,42.291,7.342,4.217,24.487,6.221,20.913,215.134,991.084,3096.088,63.888,229.271,242.616,232.541,54.689,2.073,0
2026-07-27 13:19:57.492814,606,41.915,7.95,4.832,21.909,5.486,20.137,205.33,919.828,3047.528,59.567,228.32,234.734,232.919,54.687,1.833,0
2026-07-27 13:21:03.697098,606,41.563,7.3,4.86,25.893,6.114,22.153,216.714,952.155,2766.3,57.375,226.441,241.657,234.526,55.891,2.017,0
2026-07-27 13:22:08.952646,606,42.38,7.531,3.757,27.318,6.457,19.979,226.561,969.085,3483.775,55.645,229.646,235.775,234.714,55.653,2.163,0
2026-07-27 13:23:11.218509,606,42.547,6.949,3.516,23.452,5.885,21.556,229.644,948.185,2789.5,67.926,227.275,252.148,234.889,55.326,2.067,0
2026-07-27 13:24:18.584663,606,40.937,7.657,4.921,18.014,5.69,21.848,225.981,996.311,2740.187,76.632,229.298,246.894,231.331,54.447,1.831,0
2026-07-27 13:25:27.382091,606,41.666,7.411,4.851,22.719,6.319,19.616,219.259,940.746,3295.021,55.758,228.597,246.295,232.641,55.365,2.275,0
2026-07-27 13:26:35.713725,606,41.614,7.444,3.518,22.548,5.658,20.196,227.526,949.667,2847.293,67.68,226.837,236.175,233.522,54.665,1.468,0
2026-07-27 13:27:42.491141,606,41.227,7.259,3.343,27.582,5.593,21.872,233.817,1014.019,3021.003,63.69,228.483,246.646,232.281,54.998,2.189,0
2026-07-27 13:28:55.510382,606,41.46,7.224,4.087,24.251,5.436,21.048,223.829,974.216,3118.991,64.571,227.37,243.538,232.232,55.184,2.126,0
2026-07-27 13:30:03.149243,606,41.519,7.363,3.76,21.905,6.138,21.395,220.431,1005.701,3285.429,66.624,227.319,241.631,235.015,55.482,2.033,0
2026-07-27 13:31:08.038582,606,42.242,7.822,4.525,26.915,5.607,20.98,232.356,999.03,2412.412,56.827,229.786,244.334,236.085,53.439,2.335,0
2026-07-27 13:32:11.739727,606,41.013,7.602,5.561,22.67,5.478,21.475,215.707,1050.574,2959.332,65.824,226.411,233.016,231.826,55.843,2.119,0
2026-07-27 13:33:13.484338,606,41.831,7.283,3.35,22.643,6.029,20.085,225.537,954.804,2916.89,75.247,228.143,243.114,231.909,55.788,1.216,0
2026-07-27 13:34:28.000925,606,41.321,6.944,4.29,21.599,5.663,21.452,198.581,920.393,2988.158,66.973,229.272,241.092,231.554,55.6,2.237,0
2026-07-27 13:35:37.238100,606,42.324,7.99,3.747,26.248,6.167,20.816,217.528,904.71,3216.396,66.121,228.12,239.729,232.6,55.32,2.013,0
2026-07-27 13:36:48.421867,606,41.761,6.882,5.043,21.496,6.14,20.785,204.521,948.948,3413.971,66.211,226.897,238.64,235.235,53.979,2.045,0
2026-07-27 13:37:55.078997,606,42.178,7.783,5.098,24.819,6.009,19.98,225.516,1020.506,3056.509,64.486,228.754,240.507,232.113,55.78,2.079,0
2026-07-27 13:39:02.172520,606,41.756,7.624,3.627,24.122,5.751,19.845,214.621,1002.714,2783.386,69.886,227.352,241.02,233.258,54.575,2.038,0
2026-07-27 13:40:04.691712,606,40.897,7.45,5.326,23.192,6.229,20.834,224.81,967.134,3064.314,72.067,227.563,244.428,236.17,54.47,1.694,0
2026-07-27 13:41:09.565269,606,41.443,7.356,5.101,25.555,5.558,21.793,216.14,1067.929,3162.035,63.879,225.34,241.055,233.529,56.586,1.843,0
2026-07-27 13:42:14.344109,606,42.568,7.691,4.249,27.316,6.33,21.073,216.727,919.629,3078.879,57.359,229.293,230.239,234.248,55.233,2.253,0
2026-07-27 13:43:16.380518,606,41.997,7.773,5.024,19.552,5.915,20.251,215.494,1017.632,3296.449,70.885,228.838,240.075,232.299,54.814,2.002,0
2026-07-27 13:44:24.398002,606,42.712,7.776,3.228,22.544,5.957,20.811,224.11,951.615,2810.525,64.783,228.876,242.009,232.671,54.633,2.058,0
2026-07-27 13:45:44.822747,606,42.476,7.779,6.01,22.318,6.097,20.739,222.581,1050.946,2826.236,64.164,226.805,242.187,233.829,55.155,2.199,0
2026-07-27 13:46:45.742092,606,41.4,7.122,4.436,23.298,6.374,20.357,213.966,958.331,3049.396,70.76,226.555,249.987,234.379,54.422,1.946,0
2026-07-27 13:47:53.894324,606,41.049,7.33,5.458,21.377,6.078,21.226,219.598,1022.017,3322.998,64.304,228.637,238.541,231.078,53.051,2.317,0
2026-07-27 13:48:57.835969,606,42.264,7.342,3.878,20.122,5.85,20.256,215.395,967.132,3483.452,71.709,228.248,236.365,233.365,54.097,2.073,0
2026-07-27 13:50:04.953742,606,42.227,7.515,3.042,22.697,6.163,20.455,216.889,1084.354,3151.367,72.645,230.51,246.211,232.506,54.999,1.699,0
2026-07-27 13:51:17.594256,606,41.722,7.571,4.784,25.848,6.328,20.169,216.85,985.583,3091.447,71.685,228.825,243.063,230.879,55.619,1.918,0
2026-07-27 13:52:16.816716,606,40.977,7.768,3.756,22.434,6.296,20.404,216.289,976.053,2735.168,67.935,226.848,246.408,232.367,55.517,1.899,0
2026-07-27 13:53:18.315154,606,41.435,7.493,3.848,24.164,6.052,22.01,225.051,990.356,3204.13,65.551,226.749,232.908,233.528,55.524,2.029,0
2026-07-27 13:54:23.087386,606,41.788,7.696,4.589,27.287,6.061,20.442,224.962,1005.752,2684.299,63.174,228.371,239.714,233.198,54.291,1.707,0
2026-07-27 13:55:29.205091,606,42.091,7.412,5.095,23.466,6.109,20.601,209.203,1044.983,3302.43,59.688,228.888,244.757,234.271,55.181,2.512,0
2026-07-27 13:56:32.628683,606,41.205,8.015,4.688,25.773,6.246,21.497,218.58,1039.3,3048.444,72.749,229.468,239.732,233.708,55.545,2.242,0
2026-07-27 13:57:37.576109,606,42.218,7.341,5.282,26.033,5.952,21.666,238.47,890.588,3040.207,65.786,228.501,248.17,231.809,55.57,2.077,0
2026-07-27 13:58:47.205395,606,42.102,7.337,4.213,26.476,6.044,20.584,229.293,964.364,3365.925,62.403,227.188,237.985,232.059,54.569,2.038,0
2026-07-27 13:59:48.637584,606,42.109,7.567,5.541,28.828,6.036,21.818,235.498,948.989,3040.197,68.669,227.44,250.354,234.323,55.502,2.28,0
2026-07-27 14:00:52.207928,606,41.969,7.79,5.084,22.643,5.572,20.251,213.292,1008.711,2899.655,73.537,226.422,240.755,233.895,55.103,1.582,0
2026-07-27 14:01:55.348184,606,40.617,7.307,3.461,25.557,5.808,21.416,217.659,951.015,3079.262,66.31,229.578,244.209,234.15,54.726,2.096,0
2026-07-27 14:03:06.014077,606,41.859,7.427,4.924,23.609,6.296,20.889,214.323,1062.015,2763.395,71.117,228.074,238.654,232.611,54.149,1.668,0
2026-07-27 14:04:10.582646,606,41.509,7.41,4.406,24.396,6.586,21.244,220.451,939.586,3069.755,71.763,223.961,240.907,235.115,54.813,2.262,0
