timestamp,machine_erp_ref,production_order_id,cycle_counter,cycle_time_s,dosing_time_s,injection_time_s,cooling_time_s,cushion_mm,switchover_position_mm,switchover_pressure_bar,peak_pressure_bar,clamp_force_kn,mold_temperature_c,barrel_temp_zone1_c,barrel_temp_zone2_c,barrel_temp_zone3_c,oil_temperature_c,energy_kwh,good_part,scrap_flag,quality_flag
2025-02-10 06:47:04.787439,1003,OF-2025-0004,21,29.7,5.4,2.3,16.1,5.5,15.2,195.0,872.0,1471.0,58.2,208.5,220.9,216.3,53.4,1.015,True,0,good
2025-02-10 06:47:34.870759,1003,OF-2025-0004,22,30.8,8.0,4.0,12.3,4.6,19.2,166.0,859.0,1258.0,53.6,198.9,227.6,218.2,50.2,0.889,True,0,good
2025-02-10 06:48:05.546052,1003,OF-2025-0004,23,30.1,5.4,3.7,17.2,5.0,20.1,184.0,841.0,1366.0,61.3,207.8,229.2,217.2,49.9,1.008,True,0,good
2025-02-10 06:48:35.735609,1003,OF-2025-0004,24,30.4,6.9,1.9,14.0,5.8,18.4,154.0,886.0,1225.0,62.3,201.8,221.0,209.7,48.2,0.884,True,0,good
2025-02-10 06:49:05.729847,1003,OF-2025-0004,25,30.2,6.4,2.4,19.4,4.2,15.1,163.0,840.0,1490.0,54.5,196.0,234.2,211.9,53.2,0.842,True,0,good
2025-02-10 06:49:36.446357,1003,OF-2025-0004,26,30.1,6.4,2.6,18.4,4.1,16.3,163.0,807.0,1405.0,58.7,195.6,227.0,222.2,51.0,1.046,True,0,good
2025-02-10 06:50:07.206067,1003,OF-2025-0004,27,29.2,6.7,3.9,18.9,4.4,18.7,159.0,840.0,1228.0,56.0,207.4,223.1,219.7,53.5,1.148,True,0,good
2025-02-10 06:50:36.144883,1003,OF-2025-0004,28,29.5,5.9,3.1,13.3,4.8,15.3,188.0,878.0,1421.0,59.4,209.1,227.0,214.4,53.3,1.064,True,0,good
2025-02-10 06:51:05.600170,1003,OF-2025-0004,29,30.6,7.0,2.8,18.9,4.7,19.2,173.0,868.0,1384.0,55.2,195.4,225.6,212.3,53.1,0.88,True,0,good
2025-02-10 06:51:36.744837,1003,OF-2025-0004,30,29.9,6.2,3.3,15.4,5.6,18.9,154.0,887.0,1286.0,49.8,205.4,224.0,222.6,49.8,1.202,False,1,short_shot
2025-02-10 06:52:07.279201,1003,OF-2025-0004,31,30.3,7.8,3.7,14.8,5.6,17.3,196.0,900.0,1294.0,64.0,198.3,228.2,223.7,52.2,1.039,True,0,good
2025-02-10 06:52:37.598297,1003,OF-2025-0004,32,29.9,6.6,3.6,18.7,5.2,19.1,184.0,864.0,1342.0,56.5,198.4,234.0,212.1,51.3,0.967,True,0,good
2025-02-10 06:53:07.056629,1003,OF-2025-0004,33,29.6,6.7,2.7,18.7,4.8,15.7,189.0,870.0,1264.0,63.0,200.7,222.2,221.5,55.0,0.893,True,0,good
2025-02-10 06:53:37.131305,1003,OF-2025-0004,34,30.5,5.8,2.0,19.8,4.2,19.0,177.0,884.0,1288.0,50.8,206.4,234.9,224.8,50.7,0.895,True,0,good
2025-02-10 06:54:08.423311,1003,OF-2025-0004,35,29.6,7.3,3.2,15.9,4.4,15.9,189.0,885.0,1460.0,53.8,197.3,222.3,221.5,50.0,1.169,True,0,good
2025-02-10 06:54:38.608095,1003,OF-2025-0004,36,29.2,7.3,3.3,14.9,4.9,17.9,149.0,885.0,1210.0,60.7,203.7,226.7,210.6,49.0,1.021,True,0,good
2025-02-10 06:55:08.701720,1003,OF-2025-0004,37,30.5,7.3,2.7,17.4,5.8,16.1,153.0,814.0,1342.0,64.3,209.3,228.9,224.5,50.2,0.83,True,0,good
2025-02-10 06:55:38.747604,1003,OF-2025-0004,38,29.0,5.4,2.7,15.1,5.6,16.5,166.0,877.0,1205.0,58.8,201.9,232.7,223.2,50.0,1.116,True,0,good
2025-02-10 06:56:08.705206,1003,OF-2025-0004,39,29.8,5.0,2.2,12.1,5.6,18.7,198.0,845.0,1445.0,61.5,201.9,225.8,216.1,51.7,0.863,True,0,good
2025-02-10 06:56:38.536255,1003,OF-2025-0004,40,29.4,7.8,3.8,12.6,4.8,19.0,185.0,851.0,1271.0,52.4,209.4,225.2,215.7,48.4,1.008,True,0,good
2025-02-10 06:57:08.488280,1003,OF-2025-0004,41,28.4,7.0,2.2,13.3,5.1,17.7,180.0,851.0,1443.0,51.9,205.9,225.2,213.5,54.8,1.033,True,0,good
2025-02-10 06:57:36.872161,1003,OF-2025-0004,42,29.7,8.1,3.2,18.6,5.8,15.4,171.0,862.0,1439.0,54.2,198.0,226.1,220.0,51.2,1.123,True,0,good
2025-02-10 06:58:06.321522,1003,OF-2025-0004,43,30.1,6.0,3.1,15.2,5.5,15.3,198.0,865.0,1450.0,56.6,197.0,224.6,216.4,49.7,0.943,True,0,good
2025-02-10 06:58:36.061890,1003,OF-2025-0004,44,29.2,7.3,3.3,14.5,3.8,15.7,166.0,842.0,1238.0,54.7,207.8,235.2,210.4,52.9,0.939,True,0,good
2025-02-10 06:59:05.505540,1003,OF-2025-0004,45,30.1,7.3,3.2,16.6,5.3,18.3,181.0,903.0,1501.0,52.7,198.0,227.1,222.8,50.9,1.095,True,0,good
2025-02-10 06:59:36.502529,1003,OF-2025-0004,46,30.0,8.1,3.1,12.4,5.3,17.6,181.0,889.0,1374.0,65.0,196.0,224.5,213.3,53.5,1.142,True,0,good
2025-02-10 07:00:07.106204,1003,OF-2025-0004,47,30.1,6.0,2.9,13.0,5.8,15.5,193.0,866.0,1345.0,50.0,198.6,233.9,223.3,50.4,1.054,True,0,good
2025-02-10 07:00:37.087373,1003,OF-2025-0004,48,30.3,6.2,2.2,12.4,4.9,15.6,196.0,806.0,1305.0,60.7,208.0,225.1,219.2,51.4,0.807,True,0,good
2025-02-10 07:01:08.248823,1003,OF-2025-0004,49,29.7,5.9,3.6,14.3,5.2,19.7,192.0,891.0,1438.0,51.1,200.3,226.4,215.4,50.0,0.976,True,0,good
2025-02-10 07:01:37.597886,1003,OF-2025-0004,50,29.2,7.2,2.1,11.5,5.2,19.1,194.0,892.0,1317.0,52.4,202.6,223.9,221.2,51.1,1.001,True,0,good
2025-02-10 07:02:06.338519,1003,OF-2025-0004,51,30.0,7.8,3.5,14.2,5.4,17.8,154.0,912.0,1428.0,63.5,202.9,223.3,221.2,54.5,1.09,True,0,good
2025-02-10 07:02:36.600376,1003,OF-2025-0004,52,29.8,7.9,4.0,17.7,4.9,19.8,170.0,874.0,1263.0,64.6,203.3,220.8,214.1,53.7,0.96,True,0,good
2025-02-10 07:03:07.196923,1003,OF-2025-0004,53,30.1,7.6,2.3,13.0,4.0,16.4,154.0,871.0,1237.0,64.1,206.6,227.2,211.3,53.4,1.127,True,0,good
2025-02-10 07:03:38.261249,1003,OF-2025-0004,54,29.3,5.0,3.4,17.1,4.0,19.3,181.0,823.0,1446.0,59.6,208.4,228.1,215.2,52.2,1.062,True,0,good
2025-02-10 07:04:07.590478,1003,OF-2025-0004,55,29.9,8.2,3.7,18.7,5.4,17.6,159.0,820.0,1445.0,63.3,196.3,231.0,218.8,47.8,1.024,True,0,good
2025-02-10 07:04:37.118101,1003,OF-2025-0004,56,30.1,7.4,4.2,18.2,5.4,18.1,159.0,897.0,1217.0,64.3,195.4,224.2,210.6,49.9,0.971,True,0,good
2025-02-10 07:05:07.027883,1003,OF-2025-0004,57,29.6,6.8,2.1,18.5,4.6,18.4,171.0,879.0,1379.0,56.4,200.9,220.1,223.1,48.1,1.155,True,0,good
2025-02-10 07:05:36.497900,1003,OF-2025-0004,58,29.7,5.9,3.1,16.9,5.5,17.6,159.0,858.0,1340.0,52.2,204.7,228.5,221.1,54.2,0.969,True,0,good
2025-02-10 07:06:05.998349,1003,OF-2025-0004,59,29.5,6.7,2.8,12.3,5.3,18.7,196.0,863.0,1282.0,53.2,203.8,223.2,212.9,48.2,1.215,True,0,good
2025-02-10 07:06:36.483855,1003,OF-2025-0004,60,29.8,5.8,3.2,12.3,4.7,16.5,199.0,851.0,1459.0,51.6,195.8,231.9,218.3,52.5,1.196,True,0,good
2025-02-10 07:07:06.441522,1003,OF-2025-0004,61,30.0,7.7,2.4,19.9,5.3,19.7,163.0,860.0,1410.0,60.0,206.5,231.4,213.4,48.2,1.177,True,0,good
2025-02-10 07:07:36.322482,1003,OF-2025-0004,62,29.8,7.1,3.1,14.0,4.9,18.2,162.0,806.0,1430.0,62.8,201.6,226.0,223.1,49.0,0.936,True,0,good
2025-02-10 07:08:06.415231,1003,OF-2025-0004,63,29.3,5.6,3.4,16.1,5.5,18.9,164.0,841.0,1467.0,57.0,203.8,222.6,221.9,50.3,0.845,True,0,good
2025-02-10 07:08:35.639621,1003,OF-2025-0004,64,31.3,7.0,3.6,19.7,5.8,17.4,186.0,859.0,1365.0,52.5,200.9,221.8,220.1,50.2,0.957,True,0,good
2025-02-10 07:09:07.427748,1003,OF-2025-0004,65,30.1,8.0,2.5,12.4,5.2,16.7,165.0,841.0,1217.0,51.3,200.7,226.9,211.3,48.3,0.924,True,0,good
2025-02-10 07:09:38.500301,1003,OF-2025-0004,66,30.2,5.0,2.4,16.9,6.1,17.2,198.0,826.0,1309.0,60.8,203.3,228.0,212.4,49.4,1.114,True,0,good
2025-02-10 07:10:08.274305,1003,OF-2025-0004,67,29.7,5.6,2.5,18.1,5.1,17.0,162.0,893.0,1347.0,57.9,204.8,231.9,217.6,55.8,0.959,True,0,good
2025-02-10 07:10:38.436493,1003,OF-2025-0004,68,29.1,6.7,3.0,19.5,5.9,18.3,187.0,894.0,1285.0,50.3,210.3,227.0,212.9,53.6,0.831,True,0,good
2025-02-10 07:11:07.480161,1003,OF-2025-0004,69,29.8,5.7,2.9,17.2,5.5,16.5,157.0,874.0,1437.0,60.8,201.6,219.7,220.3,54.0,0.988,True,0,good
2025-02-10 07:11:38.241245,1003,OF-2025-0004,70,30.1,7.9,2.7,13.2,5.2,19.4,172.0,780.0,1450.0,60.4,202.7,227.8,218.3,50.1,1.053,True,0,good
2025-02-10 07:12:08.726889,1003,OF-2025-0004,71,30.0,8.0,2.6,15.3,4.5,19.2,196.0,852.0,1477.0,58.2,203.2,234.3,216.5,51.6,0.81,True,0,good
2025-02-10 07:12:38.936806,1003,OF-2025-0004,72,30.7,7.3,3.4,19.1,3.9,16.5,193.0,868.0,1236.0,54.3,199.8,231.6,209.8,51.0,1.123,True,0,good
2025-02-10 07:13:10.288133,1003,OF-2025-0004,73,29.5,7.1,2.8,14.5,4.8,18.7,174.0,884.0,1197.0,57.5,199.5,231.9,221.6,52.2,0.879,True,0,good
2025-02-10 07:13:40.427691,1003,OF-2025-0004,74,30.1,8.2,2.6,14.2,5.0,18.2,171.0,873.0,1380.0,54.0,203.8,233.8,225.2,51.2,0.898,True,0,good
2025-02-10 07:14:11.319964,1003,OF-2025-0004,75,29.9,5.2,3.9,13.8,4.4,16.2,182.0,828.0,1249.0,57.5,202.7,228.4,212.7,52.0,1.197,True,0,good
2025-02-10 07:14:41.044587,1003,OF-2025-0004,76,30.0,8.0,2.8,19.8,5.9,17.5,175.0,807.0,1241.0,62.7,199.8,228.4,212.9,50.5,0.949,True,0,good
2025-02-10 07:15:10.696450,1003,OF-2025-0004,77,29.5,7.7,2.2,14.4,5.4,17.2,160.0,799.0,1363.0,59.8,199.4,227.4,212.3,48.4,1.157,True,0,good
2025-02-10 07:15:40.421123,1003,OF-2025-0004,78,30.7,5.1,2.0,16.9,5.0,17.6,172.0,828.0,1428.0,64.0,204.4,228.7,217.2,49.4,0.911,True,0,good
2025-02-10 07:16:12.088041,1003,OF-2025-0004,79,29.9,5.8,2.4,16.8,5.3,19.9,186.0,864.0,1425.0,53.8,197.4,230.6,222.4,53.2,1.031,True,0,good
2025-02-10 07:16:42.448338,1003,OF-2025-0004,80,29.9,5.2,3.7,18.1,5.5,17.4,170.0,848.0,1265.0,54.9,197.9,223.9,220.9,50.6,0.853,True,0,good
2025-02-10 07:17:12.310386,1003,OF-2025-0004,81,30.6,5.0,2.5,16.7,4.5,17.1,182.0,902.0,1363.0,57.7,194.5,232.2,211.6,50.6,1.109,False,1,warpage
2025-02-10 07:17:43.821864,1003,OF-2025-0004,82,29.6,7.0,3.8,13.3,5.2,16.6,157.0,862.0,1363.0,62.8,196.6,220.1,216.7,53.6,0.828,True,0,good
2025-02-10 07:18:13.917432,1003,OF-2025-0004,83,30.6,5.5,2.5,18.8,5.6,15.5,154.0,880.0,1229.0,52.9,201.3,224.9,214.5,54.4,1.03,True,0,good
2025-02-10 07:18:44.444069,1003,OF-2025-0004,84,30.5,5.7,3.4,15.4,5.4,16.9,167.0,840.0,1435.0,61.2,205.3,220.8,219.8,49.2,0.85,True,0,good
2025-02-10 07:19:15.730933,1003,OF-2025-0004,85,30.0,7.5,3.5,15.9,6.0,19.2,199.0,820.0,1309.0,62.7,206.3,224.2,213.5,50.8,1.019,True,0,good
2025-02-10 07:19:46.674677,1003,OF-2025-0004,86,30.0,6.6,3.8,12.0,5.5,15.2,177.0,849.0,1270.0,64.8,199.9,224.5,210.5,50.0,1.102,True,0,good
2025-02-10 07:20:17.020808,1003,OF-2025-0004,87,30.9,5.1,2.0,13.6,5.1,16.1,177.0,852.0,1413.0,56.6,209.5,231.9,212.3,51.5,0.836,True,0,good
2025-02-10 07:20:48.439076,1003,OF-2025-0004,88,30.5,6.7,3.8,19.2,4.4,16.8,179.0,818.0,1468.0,51.1,205.5,222.8,214.1,49.3,0.872,True,0,good
2025-02-10 07:21:18.959049,1003,OF-2025-0004,89,29.1,7.1,3.9,14.0,5.3,17.2,180.0,851.0,1358.0,60.0,195.5,233.8,222.2,54.3,0.939,True,0,good
2025-02-10 07:21:48.583259,1003,OF-2025-0004,90,31.0,7.2,1.9,19.1,5.3,14.9,148.0,838.0,1427.0,55.3,201.2,230.1,221.0,54.2,0.953,True,0,good
2025-02-10 07:22:19.856377,1003,OF-2025-0004,91,30.3,6.9,3.3,15.8,4.0,18.0,160.0,871.0,1421.0,63.3,208.2,230.1,218.6,53.5,1.013,True,0,good
2025-02-10 07:22:50.621120,1003,OF-2025-0004,92,30.1,6.0,3.4,18.1,5.1,19.7,170.0,840.0,1368.0,51.3,196.6,222.9,211.0,48.7,1.008,True,0,good
2025-02-10 07:23:20.984659,1003,OF-2025-0004,93,29.9,7.0,3.2,13.3,5.1,15.6,163.0,802.0,1350.0,55.4,198.1,228.7,214.6,48.1,1.014,False,1,warpage
2025-02-10 07:23:51.755667,1003,OF-2025-0004,94,30.9,7.1,3.6,18.0,4.5,19.9,183.0,842.0,1307.0,51.7,206.2,231.5,216.6,48.9,1.025,True,0,good
2025-02-10 07:24:22.799108,1003,OF-2025-0004,95,30.4,5.4,3.5,15.7,6.1,16.6,197.0,887.0,1283.0,51.4,205.2,230.8,209.9,51.5,1.136,True,0,good
2025-02-10 07:24:53.914258,1003,OF-2025-0004,96,30.1,7.3,2.4,17.8,5.5,17.3,197.0,822.0,1326.0,51.8,206.6,230.0,212.4,53.7,0.894,True,0,good
2025-02-10 07:25:23.572861,1003,OF-2025-0004,97,29.8,7.5,4.1,15.7,4.8,15.7,190.0,824.0,1360.0,59.1,205.5,226.9,212.0,51.0,1.115,True,0,good
2025-02-10 07:25:53.235213,1003,OF-2025-0004,98,29.4,7.5,3.3,19.5,5.3,15.8,162.0,904.0,1335.0,56.5,202.4,232.6,217.4,50.2,1.172,True,0,good
2025-02-10 07:26:22.814756,1003,OF-2025-0004,99,30.4,7.1,2.0,13.1,5.9,17.0,155.0,823.0,1266.0,60.4,210.3,234.1,218.3,52.7,0.812,True,0,good
2025-02-10 07:26:52.984400,1003,OF-2025-0004,100,30.2,6.4,3.0,19.7,4.1,19.0,179.0,882.0,1293.0,60.1,195.7,227.6,210.3,52.8,0.868,True,0,good
2025-02-10 07:27:24.018588,1003,OF-2025-0004,101,29.8,5.9,2.3,14.6,4.6,19.4,151.0,835.0,1500.0,58.7,205.3,226.3,221.0,48.4,1.071,True,0,good
2025-02-10 07:27:54.613412,1003,OF-2025-0004,102,30.4,5.7,2.2,18.1,4.7,19.0,158.0,885.0,1353.0,58.7,203.4,233.9,214.8,50.3,0.842,True,0,good
2025-02-10 07:28:24.626099,1003,OF-2025-0004,103,30.0,6.9,3.3,16.9,5.4,19.7,158.0,811.0,1409.0,58.1,206.8,221.1,220.2,54.3,0.779,True,0,good
2025-02-10 07:28:55.032115,1003,OF-2025-0004,104,29.8,7.1,3.5,17.3,4.2,15.6,170.0,813.0,1445.0,57.8,208.7,230.6,215.1,48.6,1.01,True,0,good
2025-02-10 07:29:25.447560,1003,OF-2025-0004,105,30.0,6.5,3.9,15.3,5.4,19.0,162.0,830.0,1506.0,55.0,207.6,220.1,214.4,48.5,0.837,True,0,good
2025-02-10 07:29:55.400399,1003,OF-2025-0004,106,29.1,5.4,3.6,19.4,4.8,16.9,198.0,810.0,1391.0,54.0,193.9,228.8,209.6,52.7,0.946,True,0,good
2025-02-10 07:30:24.318589,1003,OF-2025-0004,107,29.2,6.6,2.6,17.8,6.0,15.9,168.0,887.0,1495.0,61.0,201.8,226.7,224.7,55.1,1.05,True,0,good
2025-02-10 07:30:53.948164,1003,OF-2025-0004,108,29.9,6.0,3.8,14.1,5.7,19.9,195.0,857.0,1427.0,61.2,196.1,230.0,212.0,50.0,1.093,True,0,good
2025-02-10 07:31:23.458571,1003,OF-2025-0004,109,31.0,5.8,2.3,20.5,5.6,17.9,204.0,869.0,1400.0,64.9,195.3,232.9,212.3,52.5,0.891,True,0,good
2025-02-10 07:31:54.533211,1003,OF-2025-0004,110,29.4,5.3,3.2,18.7,5.3,16.7,173.0,894.0,1300.0,60.2,197.1,226.6,219.4,53.4,0.876,True,0,good
2025-02-10 07:32:24.709117,1003,OF-2025-0004,111,30.1,6.3,3.1,14.6,5.5,16.2,156.0,842.0,1317.0,55.9,206.2,225.0,211.9,50.6,1.121,True,0,good
2025-02-10 07:32:54.674134,1003,OF-2025-0004,112,30.9,7.6,3.7,20.0,4.3,18.9,193.0,856.0,1477.0,53.6,209.6,222.7,221.6,54.1,0.981,True,0,good
2025-02-10 07:33:26.324060,1003,OF-2025-0004,113,30.2,7.5,3.0,14.6,5.3,16.8,190.0,842.0,1205.0,55.2,197.1,232.5,213.6,54.0,0.94,True,0,good
2025-02-10 07:33:57.161631,1003,OF-2025-0004,114,29.6,7.1,3.3,19.1,4.5,16.3,183.0,877.0,1257.0,53.5,197.4,226.7,213.0,53.8,1.056,True,0,good
2025-02-10 07:34:27.167257,1003,OF-2025-0004,115,30.9,5.4,3.2,14.6,5.0,15.3,154.0,819.0,1309.0,63.4,207.9,233.6,216.7,53.2,0.8,True,0,good
2025-02-10 07:34:57.785383,1003,OF-2025-0004,116,30.8,7.6,3.1,14.4,5.3,18.2,154.0,885.0,1492.0,60.2,201.5,221.5,212.2,53.1,0.804,True,0,good
2025-02-10 07:35:28.351100,1003,OF-2025-0004,117,29.5,7.7,2.6,13.2,5.0,16.1,182.0,835.0,1361.0,51.5,198.7,230.0,215.6,53.7,1.137,True,0,good
2025-02-10 07:35:58.000388,1003,OF-2025-0004,118,29.9,5.5,2.9,15.7,4.2,19.1,171.0,854.0,1350.0,59.9,204.6,231.1,212.4,50.1,0.911,True,0,good
2025-02-10 07:36:28.418952,1003,OF-2025-0004,119,30.5,7.5,3.8,12.7,5.5,19.7,184.0,868.0,1450.0,57.0,197.2,225.9,222.8,51.1,0.938,True,0,good
2025-02-10 07:36:59.150824,1003,OF-2025-0004,120,30.3,7.1,2.1,15.7,5.9,16.1,167.0,830.0,1206.0,55.1,206.0,224.3,217.5,52.2,1.219,True,0,good
2025-02-10 07:37:29.430811,1003,OF-2025-0004,121,29.4,6.5,2.2,12.4,6.1,15.2,172.0,806.0,1231.0,51.0,200.8,219.5,215.1,48.5,0.892,True,0,good
2025-02-10 07:37:59.247758,1003,OF-2025-0004,122,30.7,5.3,3.2,16.2,4.7,15.5,162.0,856.0,1445.0,56.2,210.1,231.8,216.4,51.5,0.86,True,0,good
2025-02-10 07:38:30.024757,1003,OF-2025-0004,123,29.6,7.3,3.1,12.8,4.6,14.8,174.0,885.0,1352.0,53.3,195.4,233.2,215.8,51.4,1.006,True,0,good
2025-02-10 07:38:59.138016,1003,OF-2025-0004,124,29.6,7.3,3.5,16.2,5.5,16.9,152.0,826.0,1338.0,59.4,196.6,227.8,216.3,53.1,0.841,True,0,good
2025-02-10 07:39:28.928293,1003,OF-2025-0004,125,30.0,5.4,3.3,17.9,5.4,17.8,161.0,819.0,1315.0,51.0,196.3,233.4,215.3,49.1,0.98,True,0,good
2025-02-10 07:39:58.699124,1003,OF-2025-0004,126,29.2,7.0,3.7,15.9,4.5,18.1,159.0,885.0,1337.0,57.0,198.2,234.3,222.4,50.3,1.008,True,0,good
2025-02-10 07:40:28.086652,1003,OF-2025-0004,127,30.3,7.8,2.2,17.4,4.3,17.8,179.0,892.0,1458.0,63.9,206.8,225.6,217.2,53.0,1.015,True,0,good
2025-02-10 07:40:59.250831,1003,OF-2025-0004,128,30.5,6.6,2.2,15.4,5.9,15.0,180.0,884.0,1299.0,50.3,200.8,225.1,214.3,53.8,1.05,True,0,good
2025-02-10 07:41:29.523636,1003,OF-2025-0004,129,30.2,5.7,3.9,12.4,5.4,18.2,154.0,811.0,1491.0,60.2,202.5,232.5,215.4,48.5,1.041,True,0,good
2025-02-10 07:41:59.961450,1003,OF-2025-0004,130,28.8,7.3,2.4,13.6,4.5,18.1,190.0,850.0,1336.0,61.8,202.3,228.8,221.0,49.9,1.145,True,0,good
2025-02-10 07:42:29.699219,1003,OF-2025-0004,131,30.0,5.6,3.4,13.6,5.5,19.0,183.0,866.0,1224.0,55.6,199.2,230.6,217.6,53.9,1.182,True,0,good
2025-02-10 07:43:00.571820,1003,OF-2025-0004,132,29.0,6.0,2.9,17.1,5.7,15.6,200.0,908.0,1426.0,59.1,208.5,228.8,218.2,55.0,0.945,True,0,good
2025-02-10 07:43:29.392932,1003,OF-2025-0004,133,29.6,6.7,2.9,16.2,5.9,15.4,157.0,847.0,1298.0,61.6,209.3,230.8,210.7,52.0,1.049,True,0,good
2025-02-10 07:43:59.641487,1003,OF-2025-0004,134,30.0,7.2,2.2,15.4,4.2,16.9,155.0,806.0,1323.0,58.2,196.1,223.8,216.1,49.5,0.785,True,0,good
2025-02-10 07:44:30.229783,1003,OF-2025-0004,135,30.4,6.3,3.8,13.9,4.6,16.4,194.0,793.0,1483.0,57.0,196.1,221.6,221.9,53.4,1.112,True,0,good
2025-02-10 07:45:00.423214,1003,OF-2025-0004,136,30.5,6.2,2.5,13.2,4.7,17.1,162.0,846.0,1315.0,64.3,201.7,232.1,217.7,53.2,0.855,True,0,good
2025-02-10 07:45:30.636766,1003,OF-2025-0004,137,29.6,5.4,2.9,14.6,5.3,17.4,169.0,800.0,1273.0,54.1,203.6,222.6,210.1,49.4,1.09,True,0,good
2025-02-10 07:46:00.736486,1003,OF-2025-0004,138,29.8,5.2,3.9,11.8,5.3,16.7,165.0,880.0,1439.0,57.4,200.8,224.6,213.2,49.5,0.98,True,0,good
2025-02-10 07:46:30.695649,1003,OF-2025-0004,139,29.1,7.8,2.0,12.6,4.3,15.4,176.0,883.0,1474.0,50.9,206.9,227.9,214.5,53.7,0.896,True,0,good
2025-02-10 07:46:59.953856,1003,OF-2025-0004,140,29.8,5.2,2.3,16.3,5.5,15.5,171.0,821.0,1463.0,64.8,198.4,229.2,212.6,49.9,1.153,True,0,good
